review_id,product_id,product_name,category_keyword,rating,title,text,full_text,submission_time,bert_pred,bert_confidence,dominant_topic,topic_probability
173229898,6290851-P,Sainsbury's Strawberry Milkshake 1L,milk,3,Ok but not great,"I have been buying raw milkshakes straight from the farm but were unable to drive so picked this up in the supermarket. It was thick, but lacked the real strawberry flavour. It was ok, but nothing special","Ok but not great. I have been buying raw milkshakes straight from the farm but were unable to drive so picked this up in the supermarket. It was thick, but lacked the real strawberry flavour. It was ok, but nothing special",2025-04-10 15:49:33+00:00,negative,0.8376256227493286,2,0.8288631
171359545,6290851-P,Sainsbury's Strawberry Milkshake 1L,milk,2,"too thick, with lumps","the texture is too thick, I think there are lumps even shaked before use","too thick, with lumps. the texture is too thick, I think there are lumps even shaked before use",2025-01-15 00:03:21+00:00,negative,0.8551821112632751,0,0.93400764
178934363,8034208-P,Sainsbury's Everyday Lactose Free Whole Dairy Drink 1l,milk,1,Disappointed with supply,I depend on this stuff - tastes the same as ordinary full cream milk. Unfortunately they always seem to be running out of it.,Disappointed with supply. I depend on this stuff - tastes the same as ordinary full cream milk. Unfortunately they always seem to be running out of it.,2026-01-06 15:21:24+00:00,negative,0.9026468992233276,4,0.50663865
173773144,8034208-P,Sainsbury's Everyday Lactose Free Whole Dairy Drink 1l,milk,3,ALSO never in stock!!!,I used to buy this regularly but it hasn't been in stock for at least two months?!!! So I have to buy expensive arla instead! Not acceptable,ALSO never in stock!!!. I used to buy this regularly but it hasn't been in stock for at least two months?!!! So I have to buy expensive arla instead! Not acceptable,2025-05-08 13:52:58+00:00,negative,0.936633825302124,3,0.94067323
173283274,8034208-P,Sainsbury's Everyday Lactose Free Whole Dairy Drink 1l,milk,5,I hope this does not get discontinued.,"The best tasting lactose free whole milk. Don't know why it's been off the shelf for more than 3 weeks. Tried to find out and nobody can tell me; not even the floor managers in store. As a lactose intolerant person I need this milk. I don't want Arla because of Bovaer. It's too early to say if it's safe or not plus, it does not taste as good.","I hope this does not get discontinued.. The best tasting lactose free whole milk. Don't know why it's been off the shelf for more than 3 weeks. Tried to find out and nobody can tell me; not even the floor managers in store. As a lactose intolerant person I need this milk. I don't want Arla because of Bovaer. It's too early to say if it's safe or not plus, it does not taste as good.",2025-04-13 11:29:41+00:00,negative,0.8482065796852112,3,0.652532
170342534,8034208-P,Sainsbury's Everyday Lactose Free Whole Dairy Drink 1l,milk,1,This is not vegan!,This is not vegan. Please take it out of the vegan search results,This is not vegan!. This is not vegan. Please take it out of the vegan search results,2024-12-05 21:30:38+00:00,negative,0.8917946815490723,2,0.45100525
166355635,8034208-P,Sainsbury's Everyday Lactose Free Whole Dairy Drink 1l,milk,5,Can’t taste the difference,"I am lactose intolerant and most products are very expensive. This is reasonably priced. I serve to my friends and nobody comments, because it tastes like ordinary whole milk !","Can’t taste the difference. I am lactose intolerant and most products are very expensive. This is reasonably priced. I serve to my friends and nobody comments, because it tastes like ordinary whole milk !",2024-06-19 18:36:37+00:00,negative,0.8433094024658203,3,0.4764325
178076525,6319221-P,Sainsbury's Banana Milkshake 1L,milk,3,Expensive,The milkshake is fine but has gone up by 50% over the last month. This is unacceptable and cannot be warranteed.,Expensive. The milkshake is fine but has gone up by 50% over the last month. This is unacceptable and cannot be warranteed.,2025-12-02 17:14:13+00:00,negative,0.9038387537002563,3,0.69216967
171499721,6319221-P,Sainsbury's Banana Milkshake 1L,milk,4,Decent but not to my preferences,"For me it's too sweet and not enough banana flavour (it tastes mildly of artificial banana), also the milk is quite thin but also sticky?","Decent but not to my preferences. For me it's too sweet and not enough banana flavour (it tastes mildly of artificial banana), also the milk is quite thin but also sticky?",2025-01-20 18:29:52+00:00,negative,0.8667630553245544,2,0.8278112
168059691,6319221-P,Sainsbury's Banana Milkshake 1L,milk,3,Thin - lacks flavour,It’s drinkable but for me it’s not sweet enough and lacks flavour. Quite thin for a milkshake. I don’t like gloopy milkshakes but this is thinner than expected. I would also like to see more no added sugar options.,Thin - lacks flavour. It’s drinkable but for me it’s not sweet enough and lacks flavour. Quite thin for a milkshake. I don’t like gloopy milkshakes but this is thinner than expected. I would also like to see more no added sugar options.,2024-09-02 21:59:16+00:00,negative,0.8772035241127014,2,0.9682652
171344631,7862496-P,Arctic Coffee Latte 330ml,milk,1,Not a fan,"Bought this as they don’t stock the one I usually buy. Has a weird after taste, I’m guessing due to the type of milk they use. Wasn’t a great experience so chucked if after a couple of sips. Will stick to the Jude’s one in future.","Not a fan. Bought this as they don’t stock the one I usually buy. Has a weird after taste, I’m guessing due to the type of milk they use. Wasn’t a great experience so chucked if after a couple of sips. Will stick to the Jude’s one in future.",2025-01-14 13:54:42+00:00,negative,0.9078877568244934,4,0.95422953
166532476,7895942-P,Müller Frijj Chocolate Flavour Milkshake 330ml,milk,2,Just don't taste the same anymore,"Don't know what it is but just don't taste the same anymore as when I was a kid, use to be any enjoyable drink and now doesn't have that kick of a refreshing drink. Overall the texture is good hence given a bonus star but it's just the taste that has let me down. Looks like I may have to try other alternatives now.","Just don't taste the same anymore. Don't know what it is but just don't taste the same anymore as when I was a kid, use to be any enjoyable drink and now doesn't have that kick of a refreshing drink. Overall the texture is good hence given a bonus star but it's just the taste that has let me down. Looks like I may have to try other alternatives now.",2024-06-26 18:43:39+00:00,negative,0.8847139477729797,1,0.54039556
271912058,4032052-P,NESQUIK® CHOCOLATE MILKSHAKE POWDER TUB,milk,2,Didn't enjoy the taste,"Me and my kids are hot chocolate / chocolate milkshake lovers and have tried various products in the past few years and unfortunately this one isn't for us. The flavor isn't as chocolatey as we prefer and had got this artificial flavor taste going etch we aren't a fan of, and it's a little expensive too. Some of the supermarkets own brands are better than this in my opinion.","Didn't enjoy the taste. Me and my kids are hot chocolate / chocolate milkshake lovers and have tried various products in the past few years and unfortunately this one isn't for us. The flavor isn't as chocolatey as we prefer and had got this artificial flavor taste going etch we aren't a fan of, and it's a little expensive too. Some of the supermarkets own brands are better than this in my opinion.",2025-12-19 12:53:57+00:00,negative,0.867815375328064,2,0.9755718
174283421,7993002-P,Arctic Coffee Caffe Latte 1L,milk,2,"Too sweet,","We prefer to add sugar to drinks rather than have it already included. My impression from others was that it wasn’t too sweet, but sadly it is. It also has a rather gloopy consistency so not like coffee at all really. Would not buy again.","Too sweet,. We prefer to add sugar to drinks rather than have it already included. My impression from others was that it wasn’t too sweet, but sadly it is. It also has a rather gloopy consistency so not like coffee at all really. Would not buy again.",2025-06-05 14:23:05+00:00,negative,0.8536219596862793,2,0.63817006
269126173,4032106-P,NESQUIK® STRAWBERRY MILKSHAKE POWDER TUB,milk,3,Different smell,"Since the failed recipe change back in 2024, the re-issued original recipe, still doesn't smell like the original did when in the container, and has a quite sharp, metallic fragrance. Has something still been tweaked. It's very off putting and not as pleasant as it used to be.","Different smell. Since the failed recipe change back in 2024, the re-issued original recipe, still doesn't smell like the original did when in the container, and has a quite sharp, metallic fragrance. Has something still been tweaked. It's very off putting and not as pleasant as it used to be.",2025-09-16 08:13:51+00:00,negative,0.9062265157699584,1,0.7270242
267088189,4032106-P,NESQUIK® STRAWBERRY MILKSHAKE POWDER TUB,milk,2,Not great !,So .. well done for at least getting ride of the nasty goop you placed on the market 🤮 and yes you finally placed the correct original receipt back on the shelves (I had to hunt to make sure I never purchased the old slop until it was finally sold / you should have recalled it all !! ) this should have lead me to leaving 5 stars for you but nope .. you have tweaked your recipe again 😖 and yes it’s close to the original but it’s definitely not the original . I can’t believe you haven’t learned! 100% no more wasting my money on your product ever again . You have lost a loyal customer of many years ..,Not great !. So .. well done for at least getting ride of the nasty goop you placed on the market 🤮 and yes you finally placed the correct original receipt back on the shelves (I had to hunt to make sure I never purchased the old slop until it was finally sold / you should have recalled it all !! ) this should have lead me to leaving 5 stars for you but nope .. you have tweaked your recipe again 😖 and yes it’s close to the original but it’s definitely not the original . I can’t believe you haven’t learned! 100% no more wasting my money on your product ever again . You have lost a loyal customer of many years ..,2025-07-09 06:47:35+00:00,negative,0.8707559704780579,1,0.44832066
168084650,8032171-P,Happy Monkey Strawberry Milkshake 3x200ml,milk,3,not a happy monkey,I bought this for my granddaughter and was disappointed with the taste. It tastes chemically and granddaughter refused to finish it.,not a happy monkey. I bought this for my granddaughter and was disappointed with the taste. It tastes chemically and granddaughter refused to finish it.,2024-09-03 19:53:27+00:00,negative,0.9317837953567504,1,0.5662591
166519164,7895945-P,Müller Frijj Strawberry Flavour Milkshake 330ml,milk,2,Just not the same anymore,"Don't know what it is but just don't taste the same anymore as when I was a kid, use to be any enjoyable drink and now doesn't have that kick of a refreshing drink. Overall the texture is good hence given a bonus star but it's just the taste that has let me down. Looks like I may have to try other alternatives now.","Just not the same anymore. Don't know what it is but just don't taste the same anymore as when I was a kid, use to be any enjoyable drink and now doesn't have that kick of a refreshing drink. Overall the texture is good hence given a bonus star but it's just the taste that has let me down. Looks like I may have to try other alternatives now.",2024-06-26 09:03:55+00:00,negative,0.8806568384170532,1,0.5403698
172701816,8032091-P,Arctic Coffee Caramel Latte 1L,milk,1,Changed recipe,"This has changed recently. I liked it before, but now it's undrinkable. I think they must have added sweeteners in place of sugar? Some people find sweeteners unpalatable. This is now foul, and I won't be buying it again. By the way, I have as apparently the number of one buyer of this at my store last year!","Changed recipe. This has changed recently. I liked it before, but now it's undrinkable. I think they must have added sweeteners in place of sugar? Some people find sweeteners unpalatable. This is now foul, and I won't be buying it again. By the way, I have as apparently the number of one buyer of this at my store last year!",2025-03-16 20:39:08+00:00,negative,0.9098767042160034,1,0.6164412
166288471,8032091-P,Arctic Coffee Caramel Latte 1L,milk,1,Sickly sweet,"This iced coffee tastes horrendous. There's not even a hint of coffee, pretty much a sickly sweet syrup in milk. Won't be buying this again. Back to paying more for Starbuck's caramel macchiato...","Sickly sweet. This iced coffee tastes horrendous. There's not even a hint of coffee, pretty much a sickly sweet syrup in milk. Won't be buying this again. Back to paying more for Starbuck's caramel macchiato...",2024-06-17 09:08:00+00:00,negative,0.9492048025131226,1,0.53034157
157780484,7972804-P,Shaken Udder Vanilla licious Milkshake 750ml,milk,1,Disappointed,This used to be a really nice drink for the spring/summer but the ingredients have now changed. It used to be really creamy with a definite flavour of vanilla but now it tastes of sugar. I won't be buying it again.,Disappointed. This used to be a really nice drink for the spring/summer but the ingredients have now changed. It used to be really creamy with a definite flavour of vanilla but now it tastes of sugar. I won't be buying it again.,2023-06-18 16:27:41+00:00,negative,0.8778256177902222,1,0.3614633
1141462289,7865968-P,Shaken Udder Vanillalicious Milkshake 750ml,milk,3,3,This I felt it somewhat disappointing and you can’t justify the price. whilst enjoyable it’s something I would not actually pay the price for as there’s better on the market for less.,3. This I felt it somewhat disappointing and you can’t justify the price. whilst enjoyable it’s something I would not actually pay the price for as there’s better on the market for less.,2023-04-26 14:39:18+00:00,negative,0.8024823665618896,4,0.5984809
160526029,7984299-P,Huel 500ml Chocolate Flavour Ready to Drink Complete Meal,milk,1,Tastes terrible,"I genuinely found this undrinkable. I’m used to many kinds of protein shakes, but the flavour of this was terrible to me. I tried to get past it but couldn’t. I’m very surprised by the good reviews here regarding taste, but perhaps Huel just has a really strong fan base / media team.","Tastes terrible. I genuinely found this undrinkable. I’m used to many kinds of protein shakes, but the flavour of this was terrible to me. I tried to get past it but couldn’t. I’m very surprised by the good reviews here regarding taste, but perhaps Huel just has a really strong fan base / media team.",2023-10-15 20:42:14+00:00,negative,0.907499134540558,2,0.41262108
162641601,7895953-P,Müller Frijj Banana Flavour Milkshake 330ml,milk,3,Not great!,Not a very nice drink. Most of it was poured down the sink. Did not taste like proper banana.,Not great!. Not a very nice drink. Most of it was poured down the sink. Did not taste like proper banana.,2024-01-07 16:38:07+00:00,negative,0.9437073469161988,3,0.7275366
1141461934,7865964-P,Shaken Udder Top Banana Milkshake 330ml,milk,3,3,This I felt it somewhat disappointing and you can’t justify the price. whilst enjoyable it’s something I would not actually pay the price for as there’s better on the market for less.,3. This I felt it somewhat disappointing and you can’t justify the price. whilst enjoyable it’s something I would not actually pay the price for as there’s better on the market for less.,2023-04-26 14:35:15+00:00,negative,0.8024823665618896,4,0.5984685
1141462171,8032118-P,Shaken Udder Strawberry Dream Milkshake 750ml,milk,1,1,"Not sure if it was just off (was in date by a week) but the texture and taste left a lot to be desired. Slightly acidic, not sweet and despite shaking it really hard still not super smooth. We had to throw most of it away as was worried it had gone off despite being well in date.","1. Not sure if it was just off (was in date by a week) but the texture and taste left a lot to be desired. Slightly acidic, not sweet and despite shaking it really hard still not super smooth. We had to throw most of it away as was worried it had gone off despite being well in date.",2023-04-29 00:50:37+00:00,negative,0.8287630677223206,0,0.5212232
1141462010,8032118-P,Shaken Udder Strawberry Dream Milkshake 750ml,milk,1,1,"Strawberry flavour is awful 😖. I love the others, but this one is too thick and doesn't taste like strawberries at all. I won't buy it anymore.","1. Strawberry flavour is awful 😖. I love the others, but this one is too thick and doesn't taste like strawberries at all. I won't buy it anymore.",2023-04-26 18:49:16+00:00,negative,0.939606547355652,1,0.9271933
1141462195,8032118-P,Shaken Udder Strawberry Dream Milkshake 750ml,milk,1,1,"I used to love this milkshake, but it's changed. It no longer has a luxurious flavour and the bottle and branding have gone downhill.","1. I used to love this milkshake, but it's changed. It no longer has a luxurious flavour and the bottle and branding have gone downhill.",2023-04-25 11:30:24+00:00,negative,0.9063482284545898,1,0.70787835
1141461879,8032118-P,Shaken Udder Strawberry Dream Milkshake 750ml,milk,1,1,"The product was thick with chunky bits like it had gone off, my boyfriend tried a bit and he’s never fussy but he said it was absolutely vile.","1. The product was thick with chunky bits like it had gone off, my boyfriend tried a bit and he’s never fussy but he said it was absolutely vile.",2023-04-24 19:22:13+00:00,negative,0.9158146977424622,0,0.7887943
1167296578,8190897-P,Forest Fruits Flavour Quark with Yoghurt and Sweeteners 200g,milk,2,Runny texture,Unfortunately I didn't like this at all. The packaging was difficult to unscrew but OK after that first time. The texture I found quite runny. The flavour was OK but not like normal yoghurt. It was almost cheesy which is a big no on the yoghurt front for me personally. They must be popular as it's took ages for me to actually purchase it as always non left but I probably wouldn't buy again.,Runny texture. Unfortunately I didn't like this at all. The packaging was difficult to unscrew but OK after that first time. The texture I found quite runny. The flavour was OK but not like normal yoghurt. It was almost cheesy which is a big no on the yoghurt front for me personally. They must be popular as it's took ages for me to actually purchase it as always non left but I probably wouldn't buy again.,2024-07-06 14:15:12+00:00,negative,0.8774868845939636,0,0.43346128
164660469,8073210-P,Starbucks Grande Caffe Latte Iced Coffee Drink 330ml,milk,2,Too sugary,"Starbucks Grande Caffe Latte Iced Coffee Drink has that signature Starbucks taste that I love, however, with a whopping 27.06g of sugar in one 330ml serving, it's a bit too sweet for my liking. The texture also feels watered down. Wouldn't recommend.","Too sugary. Starbucks Grande Caffe Latte Iced Coffee Drink has that signature Starbucks taste that I love, however, with a whopping 27.06g of sugar in one 330ml serving, it's a bit too sweet for my liking. The texture also feels watered down. Wouldn't recommend.",2024-04-03 13:56:51+00:00,negative,0.81842440366745,2,0.61532277
